x,cos(x)
-31.41592653589793,0.9999999437410512
-31.328660073298213,0.9961945846253998
-31.241393610698495,0.9848075322876888
-31.154127148098777,0.9659254106933265
-31.06686068549906,0.9396918610825409
-30.97959422289934,0.906306435246089
-30.892327760299622,0.866023057063182
-30.805061297699904,0.8191521350189329
-30.717794835100186,0.76604460628782
-30.630528372500468,0.7071070681697568
-30.54326190990075,0.642788104122502
-30.45599544730103,0.5735772720035662
-30.368728984701313,0.5000013872905837
-30.281462522101595,0.4226182004697653
-30.194196059501877,0.3420200383582638
-30.10692959690216,0.2588188682454617
-30.01966313430244,0.17364788431485648
-29.932396671702723,0.0871557558914698
-29.845130209103004,-3.1782155943104955E-14
-29.757863746503286,-0.08715575589152602
-29.670597283903568,-0.17364788431492006
-29.58333082130385,-0.25881886824551675
-29.496064358704132,-0.34202003835832373
-29.408797896104414,-0.42261820046981746
-29.321531433504695,-0.5000013872906393
-29.234264970904977,-0.5735772720036131
-29.14699850830526,-0.642788104122551
-29.05973204570554,-0.707107068169797
-28.972465583105823,-0.7660446062878611
-28.885199120506105,-0.8191521350189653
-28.797932657906387,-0.8660230570632143
-28.71066619530667,-0.9063064352461131
-28.62339973270695,-0.9396918610825629
-28.536133270107232,-0.9659254106933411
-28.448866807507514,-0.9848075322877
-28.361600344907796,-0.9961945846254049
-28.274333882308078,-0.999999943741051
-28.18706741970836,-0.9961965904241101
-28.09980095710864,-0.9848087259256485
-28.012534494508923,-0.965926305373125
-27.925268031909205,-0.9396928453953414
-27.838001569309487,-0.9063078865694785
-27.75073510670977,-0.8660254450997451
-27.66346864411005,-0.8191520601716129
-27.576202181510332,-0.7660436398501078
-27.488935718910614,-0.7071064695751258
-27.401669256310896,-0.6427875016051502
-27.314402793711178,-0.5735764038217795
-27.22713633111146,-0.49999999186895205
-27.13986986851174,-0.4226182601635893
-27.052603405912024,-0.3420201431137901
-26.965336943312305,-0.25881906181090253
-26.878070480712587,-0.17364817864526713
-26.79080401811287,-0.08715574275521773
-26.70353755551315,9.237055564881302E-14
-26.616271092913433,0.0871557427553947
-26.529004630313715,0.1736481786454491
-26.441738167713996,0.25881906181107406
-26.35447170511428,0.34202014311396367
-26.26720524251456,0.42261826016375026
-26.179938779914842,0.4999999918691119
-26.092672317315124,0.5735764038219249
-26.005405854715406,0.6427875016052916
-25.918139392115688,0.7071064695752516
-25.83087292951597,0.7660436398502265
-25.74360646691625,0.8191520601717147
-25.656340004316533,0.8660254450998375
-25.569073541716815,0.9063078865695536
-25.481807079117097,0.9396928453954045
-25.39454061651738,0.965926305373171
-25.30727415391766,0.9848087259256807
-25.220007691317942,0.9961965904241258
-25.132741228718224,0.999999943741051
-25.045474766118506,0.9961945846253895
-24.958208303518788,0.9848075322876678
-24.87094184091907,0.9659254106932953
-24.78367537831935,0.9396918610824996
-24.696408915719633,0.9063064352460378
-24.609142453119915,0.8660230570631218
-24.521875990520197,0.8191521350188637
-24.43460952792048,0.7660446062877425
-24.34734306532076,0.7071070681696714
-24.260076602721043,0.6427881041224092
-24.172810140121324,0.5735772720034676
-24.085543677521606,0.500001387290479
-23.998277214921888,0.4226182004696564
-23.91101075232217,0.34202003835815037
-23.823744289722452,0.2588188682453449
-23.736477827122734,0.1736478843147376
-23.649211364523016,0.08715575589134934
-23.561944901923297,-1.527083079508383E-13
-23.47467843932358,-0.08715575589164637
-23.38741197672386,-0.17364788431503891
-23.300145514124143,-0.2588188682456333
-23.212879051524425,-0.34202003835843703
-23.125612588924707,-0.42261820046992604
-23.03834612632499,-0.5000013872907438
-22.95107966372527,-0.5735772720037122
-22.863813201125552,-0.6427881041226432
-22.776546738525834,-0.7071070681698822
-22.689280275926116,-0.7660446062879387
-22.602013813326398,-0.8191521350190348
-22.51474735072668,-0.8660230570632746
-22.42748088812696,-0.9063064352461639
-22.340214425527243,-0.9396918610826043
-22.252947962927525,-0.9659254106933725
-22.165681500327807,-0.9848075322877209
-22.07841503772809,-0.9961945846254153
-21.99114857512837,-0.999999943741051
-21.903882112528652,-0.9961965904240997
-21.816615649928934,-0.9848087259256275
-21.729349187329216,-0.9659263053730938
-21.642082724729498,-0.9396928453953001
-21.55481626212978,-0.9063078865694275
-21.46754979953006,-0.8660254450996846
-21.380283336930344,-0.8191520601715435
-21.293016874330625,-0.76604363985003
-21.205750411730907,-0.7071064695750405
-21.11848394913119,-0.6427875016050577
-21.03121748653147,-0.5735764038216805
-20.943951023931753,-0.49999999186884736
-20.856684561332035,-0.4226182601634798
-20.769418098732316,-0.3420201431136765
-20.6821516361326,-0.25881906181078584
-20.59488517353288,-0.1736481786451482
-20.507618710933162,-0.0871557427550974
-20.420352248333444,2.1316282072803006E-13
-20.333085785733726,0.08715574275551502
-20.245819323134008,0.17364817864556806
-20.15855286053429,0.2588190618111908
-20.07128639793457,0.34202014311407714
-19.984019935334853,0.4226182601638597
-19.896753472735135,0.4999999918692166
-19.809487010135417,0.5735764038220238
-19.7222205475357,0.6427875016053842
-19.63495408493598,0.707106469575337
-19.547687622336262,0.7660436398503041
-19.460421159736544,0.8191520601717841
-19.373154697136826,0.866025445099898
-19.285888234537108,0.9063078865696046
-19.19862177193739,0.9396928453954458
-19.11135530933767,0.9659263053732025
-19.024088846737953,0.9848087259257017
-18.936822384138235,0.9961965904241362
-18.849555921538517,0.999999943741051
-18.7622894589388,0.9961945846253787
-18.67502299633908,0.9848075322876468
-18.587756533739363,0.9659254106932639
-18.500490071139644,0.9396918610824583
-18.413223608539926,0.9063064352459869
-18.325957145940208,0.8660230570630614
-18.23869068334049,0.8191521350187944
-18.151424220740772,0.7660446062876648
-18.064157758141054,0.7071070681695855
-17.976891295541336,0.6427881041223166
-17.889624832941617,0.5735772720033685
-17.8023583703419,0.5000013872903745
-17.71509190774218,0.4226182004695466
-17.627825445142463,0.3420200383580369
-17.540558982542745,0.2588188682452266
-17.453292519943027,0.1736478843146206
-17.36602605734331,0.08715575589122737
-17.27875959474359,-2.7144154298590134E-13
-17.191493132143872,-0.08715575589176854
-17.104226669544154,-0.17364788431515585
-17.016960206944436,-0.2588188682457516
-16.929693744344718,-0.3420200383585493
-16.842427281745,-0.42261820047003756
-16.75516081914528,-0.5000013872908466
-16.667894356545563,-0.5735772720038127
-16.580627893945845,-0.6427881041227342
-16.493361431346127,-0.7071070681699686
-16.40609496874641,-0.7660446062880152
-16.31882850614669,-0.8191521350191052
-16.231562043546973,-0.866023057063334
-16.144295580947254,-0.9063064352462158
-16.057029118347536,-0.9396918610826449
-15.96976265574782,-0.9659254106934038
-15.882496193148103,-0.984807532287741
-15.795229730548387,-0.9961945846254254
-15.70796326794867,-0.999999943741051
-15.620696805348954,-0.9961965904240898
-15.533430342749238,-0.9848087259256088
-15.446163880149522,-0.9659263053730653
-15.358897417549805,-0.9396928453952641
-15.271630954950089,-0.9063078865693823
-15.184364492350372,-0.866025445099634
-15.097098029750656,-0.8191520601714845
-15.00983156715094,-0.7660436398499673
-14.922565104551223,-0.7071064695749701
-14.835298641951507,-0.6427875016049855
-14.74803217935179,-0.5735764038216019
-14.660765716752074,-0.499999991868769
-14.573499254152358,-0.4226182601633961
-14.486232791552641,-0.34202014311359474
-14.398966328952925,-0.2588190618107
-14.311699866353209,-0.173648178645066
-14.224433403753492,-0.08715574275501246
-14.137166941153776,2.9309887850104133E-13
-14.04990047855406,0.08715574275559643
-13.962634015954343,0.17364817864564328
-13.875367553354627,0.2588190618112663
-13.78810109075491,0.3420201431141456
-13.700834628155194,0.42261826016392734
-13.613568165555478,0.49999999186927657
-13.526301702955761,0.5735764038220821
-13.439035240356045,0.6427875016054346
-13.351768777756329,0.7071064695753847
-13.264502315156612,0.7660436398503442
-13.177235852556896,0.8191520601718206
-13.08996938995718,0.8660254450999272
-13.002702927357463,0.9063078865696301
-12.915436464757747,0.9396928453954647
-12.82817000215803,0.965926305373217
-12.740903539558314,0.9848087259257104
-12.653637076958598,0.9961965904241408
-12.566370614358881,0.9999999437410507
-12.479104151759165,0.9961945846253745
-12.391837689159448,0.9848075322876391
-12.304571226559732,0.9659254106932519
-12.217304763960016,0.9396918610824443
-12.1300383013603,0.906306435245969
-12.042771838760583,0.8660230570630428
-11.955505376160867,0.8191521350187719
-11.86823891356115,0.7660446062876431
-11.780972450961434,0.7071070681695605
-11.693705988361717,0.6427881041222935
-11.606439525762001,0.5735772720033424
-11.519173063162285,0.5000013872903516
-11.431906600562568,0.42261820046952087
-11.344640137962852,0.34202003835801514
-11.257373675363135,0.2588188682452043
-11.17010721276342,0.17364788431459913
-11.082840750163703,0.08715575589120737
-10.995574287563986,-2.9020198464071733E-13
-10.90830782496427,-0.08715575589178465
-10.821041362364554,-0.17364788431516995
-10.733774899764837,-0.25881886824576383
-10.64650843716512,-0.3420200383585592
-10.559241974565404,-0.42261820047004556
-10.471975511965688,-0.5000013872908528
-10.384709049365972,-0.5735772720038166
-10.297442586766255,-0.642788104122737
-10.210176124166539,-0.70710706816997
-10.122909661566823,-0.7660446062880152
-10.035643198967106,-0.8191521350191041
-9.94837673636739,-0.8660230570633323
-9.861110273767673,-0.9063064352462135
-9.773843811167957,-0.9396918610826426
-9.68657734856824,-0.9659254106934018
-9.599310885968524,-0.9848075322877397
-9.512044423368808,-0.996194584625425
-9.424777960769092,-0.999999943741051
-9.337511498169375,-0.9961965904240905
-9.250245035569659,-0.9848087259256101
-9.162978572969942,-0.9659263053730673
-9.075712110370226,-0.9396928453952667
-8.98844564777051,-0.9063078865693853
-8.901179185170793,-0.8660254450996376
-8.813912722571077,-0.8191520601714884
-8.72664625997136,-0.7660436398499719
-8.639379797371644,-0.7071064695749752
-8.552113334771928,-0.642787501604991
-8.464846872172211,-0.5735764038216078
-8.377580409572495,-0.4999999918687751
-8.290313946972779,-0.4226182601634026
-8.203047484373062,-0.3420201431136014
-8.115781021773346,-0.2588190618107069
-8.02851455917363,-0.17364817864507298
-7.941248096573913,-0.08715574275501954
-7.853981633974197,2.859934511434403E-13
-7.76671517137448,0.08715574275558935
-7.679448708774764,0.17364817864563628
-7.592182246175048,0.2588190618112594
-7.504915783575331,0.3420201431141389
-7.417649320975615,0.4226182601639209
-7.3303828583758985,0.49999999186927035
-7.243116395776182,0.5735764038220763
-7.155849933176466,0.6427875016054291
-7.068583470576749,0.7071064695753797
-6.981317007977033,0.7660436398503395
-6.894050545377317,0.8191520601718167
-6.8067840827776,0.8660254450999236
-6.719517620177884,0.9063078865696271
-6.6322511575781675,0.9396928453954623
-6.544984694978451,0.9659263053732153
-6.457718232378735,0.9848087259257094
-6.370451769779018,0.9961965904241402
-6.283185307179302,0.9999999437410507
-6.195918844579586,0.9961945846253751
-6.108652381979869,0.9848075322876403
-6.021385919380153,0.9659254106932535
-5.9341194567804365,0.9396918610824466
-5.84685299418072,0.9063064352459719
-5.759586531581004,0.8660230570630464
-5.672320068981287,0.819152135018776
-5.585053606381571,0.7660446062876477
-5.497787143781855,0.7071070681695658
-5.410520681182138,0.6427881041222991
-5.323254218582422,0.5735772720033485
-5.2359877559827055,0.5000013872903578
-5.148721293382989,0.4226182004695271
-5.061454830783273,0.3420200383580214
-4.974188368183556,0.2588188682452114
-4.88692190558384,0.17364788431460632
-4.799655442984124,0.08715575589121413
-4.712388980384407,-2.826048575047818E-13
-4.625122517784691,-0.08715575589177713
-4.5378560551849745,-0.17364788431516215
-4.450589592585258,-0.25881886824575673
-4.363323129985542,-0.3420200383585524
-4.276056667385825,-0.4226182004700388
-4.188790204786109,-0.5000013872908466
-4.101523742186393,-0.5735772720038115
-4.014257279586676,-0.6427881041227316
-3.92699081698696,-0.7071070681699654
-3.8397243543872435,-0.7660446062880109
-3.752457891787527,-0.8191521350191001
-3.6651914291878107,-0.8660230570633285
-3.5779249665880943,-0.9063064352462106
-3.490658503988378,-0.93969186108264
-3.4033920413886616,-0.9659254106933999
-3.316125578788945,-0.9848075322877384
-3.228859116189229,-0.9961945846254243
-3.1415926535895125,-0.999999943741051
-3.054326190989796,-0.996196590424091
-2.9670597283900797,-0.9848087259256113
-2.8797932657903633,-0.965926305373069
-2.792526803190647,-0.9396928453952691
-2.7052603405909306,-0.9063078865693884
-2.617993877991214,-0.8660254450996412
-2.530727415391498,-0.8191520601714927
-2.4434609527917814,-0.7660436398499764
-2.356194490192065,-0.7071064695749802
-2.2689280275923487,-0.6427875016049964
-2.1816615649926323,-0.5735764038216136
-2.094395102392916,-0.4999999918687812
-2.0071286397931996,-0.422618260163409
-1.9198621771934832,-0.34202014311360807
-1.8325957145937668,-0.2588190618107138
-1.7453292519940504,-0.17364817864507998
-1.658062789394334,-0.08715574275502662
-1.5707963267946177,2.788880237858393E-13
-1.4835298641949013,0.08715574275558227
-1.396263401595185,0.1736481786456293
-1.3089969389954685,0.2588190618112525
-1.2217304763957522,0.34202014311413226
