x,cos(x)
-1.1344640137960358,0.42261826016391446
-1.0471975511963194,0.49999999186926425
-0.9599310885966029,0.5735764038220705
-0.8726646259968864,0.6427875016054239
-0.78539816339717,0.7071064695753749
-0.6981317007974535,0.7660436398503353
-0.610865238197737,0.819152060171813
-0.5235987755980205,0.8660254450999204
-0.436332312998304,0.9063078865696245
-0.3490658503985875,0.9396928453954603
-0.261799387798871,0.9659263053732137
-0.17453292519915453,0.9848087259257082
-0.08726646259943806,0.9961965904241398
2.7841617900037363E-13,0.999999943741051
0.08726646259999489,0.9961945846253758
0.17453292519971136,0.9848075322876414
0.26179938779942785,0.9659254106932551
0.34906585039914434,0.9396918610824485
0.4363323129988608,0.9063064352459742
0.5235987755985773,0.866023057063049
0.6108652381982937,0.8191521350187787
0.6981317007980102,0.7660446062876508
0.7853981633977267,0.7071070681695691
0.8726646259974432,0.642788104122303
0.9599310885971597,0.5735772720033518
1.047197551196876,0.5000013872903616
1.1344640137965925,0.4226182004695313
1.2217304763963088,0.34202003835802597
1.3089969389960252,0.2588188682452157
1.3962634015957416,0.1736478843146108
1.483529864195458,0.08715575589121899
1.5707963267951743,-2.77903409729765E-13
1.6580627893948907,-0.08715575589177287
1.745329251994607,-0.17364788431515826
1.8325957145943235,-0.2588188682457527
1.9198621771940398,-0.34202003835854855
2.0071286397937564,-0.42261820047003495
2.094395102393473,-0.5000013872908431
2.181661564993189,-0.5735772720038078
2.2689280275929056,-0.6427881041227281
2.356194490192622,-0.7071070681699619
2.4434609527923383,-0.7660446062880079
2.5307274153920547,-0.8191521350190974
2.617993877991771,-0.8660230570633267
2.7052603405914875,-0.9063064352462088
2.792526803191204,-0.9396918610826385
2.87979326579092,-0.9659254106933989
2.9670597283906366,-0.9848075322877378
3.054326190990353,-0.996194584625424
3.1415926535900693,-0.999999943741051
3.2288591161897857,-0.9961965904240914
3.316125578789502,-0.984808725925612
3.4033920413892185,-0.9659263053730702
3.490658503988935,-0.9396928453952706
3.5779249665886512,-0.9063078865693904
3.6651914291883676,-0.8660254450996434
3.752457891788084,-0.8191520601714952
3.8397243543878004,-0.7660436398499793
3.9269908169875167,-0.7071064695749835
4.014257279587233,-0.6427875016049998
4.1015237421869495,-0.5735764038216172
4.188790204786666,-0.4999999918687851
4.276056667386382,-0.42261826016341303
4.363323129986099,-0.3420201431136123
4.450589592585815,-0.25881906181071807
4.537856055185531,-0.17364817864508433
4.625122517785248,-0.08715574275503105
4.712388980384964,2.744471316873387E-13
4.7996554429846805,0.08715574275557784
4.886921905584397,0.1736481786456249
4.974188368184113,0.25881906181124825
5.06145483078383,0.3420201431141281
5.148721293383546,0.42261826016391046
5.235987755983262,0.4999999918692605
5.323254218582979,0.5735764038220668
5.410520681182695,0.6427875016054203
5.4977871437824115,0.7071064695753715
5.585053606382128,0.7660436398503322
5.672320068981844,0.8191520601718101
5.759586531581561,0.866025445099918
5.846852994181277,0.9063078865696222
5.934119456780993,0.9396928453954584
6.02138591938071,0.9659263053732121
6.108652381980426,0.9848087259257072
6.1959188445801425,0.9961965904241392
6.283185307179859,0.999999943741051
6.370451769779575,0.996194584625376
6.457718232379292,0.9848075322876425
6.544984694979008,0.9659254106932564
6.632251157578724,0.939691861082451
6.719517620178441,0.9063064352459763
6.806784082778157,0.8660230570630524
6.8940505453778735,0.8191521350187823
6.98131700797759,0.7660446062876557
7.068583470577306,0.7071070681695734
7.155849933177023,0.6427881041223087
7.243116395776739,0.573577272003357
7.330382858376455,0.5000013872903686
7.417649320976172,0.4226182004695369
7.504915783575888,0.3420200383580334
7.5921822461756046,0.2588188682452213
7.679448708775321,0.1736478843146187
7.766715171375037,0.08715575589122485
7.853981633974754,-2.7001266317819894E-13
7.94124809657447,-0.08715575589176684
8.028514559174187,-0.17364788431515213
8.115781021773904,-0.2588188682457463
8.20304748437362,-0.3420200383585425
8.290313946973336,-0.42261820047002924
8.377580409573053,-0.5000013872908374
8.46484687217277,-0.5735772720038023
8.552113334772486,-0.6427881041227236
8.639379797372202,-0.7071070681699576
8.726646259971918,-0.766044606288004
8.813912722571635,-0.819152135019094
8.901179185171351,-0.8660230570633233
8.988445647771067,-0.9063064352462062
9.075712110370784,-0.9396918610826364
9.1629785729705,-0.9659254106933973
9.250245035570217,-0.9848075322877364
9.337511498169933,-0.9961945846254232
9.42477796076965,-0.999999943741051
9.512044423369366,-0.996196590424092
9.599310885969082,-0.9848087259256131
9.686577348568798,-0.9659263053730717
9.773843811168515,-0.9396928453952726
9.861110273768231,-0.9063078865693929
9.948376736367948,-0.8660254450996464
10.035643198967664,-0.8191520601714988
10.12290966156738,-0.7660436398499832
10.210176124167097,-0.7071064695749877
10.297442586766813,-0.6427875016050046
10.38470904936653,-0.5735764038216223
10.471975511966246,-0.4999999918687904
10.559241974565962,-0.42261826016341864
10.646508437165679,-0.3420201431136181
10.733774899765395,-0.25881906181072406
10.821041362365111,-0.17364817864509047
10.908307824964828,-0.08715574275503724
10.995574287564544,2.682298827494378E-13
11.08284075016426,0.08715574275557166
11.170107212763977,0.1736481786456188
11.257373675363693,0.25881906181124226
11.34464013796341,0.34202014311412227
11.431906600563126,0.4226182601639048
11.519173063162842,0.49999999186925503
11.606439525762559,0.5735764038220618
11.693705988362275,0.6427875016054155
11.780972450961992,0.707106469575367
11.868238913561708,0.7660436398503281
11.955505376161424,0.8191520601718064
12.04277183876114,0.8660254450999149
12.130038301360857,0.9063078865696197
12.217304763960573,0.9396928453954563
12.30457122656029,0.9659263053732107
12.391837689160006,0.9848087259257062
12.479104151759723,0.9961965904241387
12.566370614359439,0.999999943741051
12.653637076959155,0.9961945846253767
12.740903539558872,0.9848075322876434
12.828170002158588,0.9659254106932584
12.915436464758304,0.939691861082453
13.00270292735802,0.9063064352459793
13.089969389957737,0.8660230570630552
13.177235852557454,0.8191521350187861
13.26450231515717,0.766044606287659
13.351768777756886,0.7071070681695782
13.439035240356603,0.6427881041223125
13.526301702956319,0.573577272003363
13.613568165556035,0.5000013872903731
13.700834628155752,0.4226182004695432
13.788101090755468,0.3420200383580388
13.875367553355185,0.2588188682452284
13.962634015954901,0.1736478843146242
14.049900478554617,0.08715575589123195
14.137166941154334,-2.647202917511781E-13
14.22443340375405,-0.08715575589175964
14.311699866353766,-0.17364788431514466
14.398966328953483,-0.2588188682457398
14.4862327915532,-0.3420200383585373
14.573499254152916,-0.4226182004700231
14.660765716752632,-0.5000013872908301
14.748032179352348,-0.5735772720037969
14.835298641952065,-0.6427881041227199
14.922565104551781,-0.7071070681699525
15.009831567151497,-0.7660446062879981
15.097098029751214,-0.8191521350190899
15.18436449235093,-0.8660230570633207
15.271630954950647,-0.9063064352462028
15.358897417550363,-0.9396918610826333
15.44616388015008,-0.9659254106933954
15.533430342749796,-0.9848075322877357
15.620696805349512,-0.9961945846254228
15.707963267949228,-0.9999999437410507
15.795229730548945,-0.9961965904240925
15.882496193148661,-0.984808725925614
15.969762655748378,-0.9659263053730737
16.057029118348094,-0.9396928453952758
16.144295580947812,-0.9063078865693945
16.23156204354753,-0.8660254450996491
16.31882850614725,-0.8191520601714988
16.406094968746967,-0.7660436398499845
16.493361431346685,-0.7071064695749852
16.580627893946403,-0.6427875016050033
16.66789435654612,-0.5735764038216165
16.75516081914584,-0.49999999186878585
16.842427281745557,-0.422618260163409
16.929693744345276,-0.3420201431136098
17.016960206944994,-0.25881906181071035
17.104226669544712,-0.17364817864507823
17.19149313214443,-0.08715574275501954
17.278759594744148,2.8421709430404007E-13
17.366026057343866,0.08715574275559289
17.453292519943584,0.17364817864563803
17.540558982543303,0.2588190618112663
17.62782544514302,0.3420201431141439
17.71509190774274,0.42261826016393056
17.802358370342457,0.4999999918692781
17.889624832942175,0.5735764038220879
17.976891295541893,0.6427875016054386
18.06415775814161,0.7071064695753921
18.15142422074133,0.7660436398503498
18.238690683341048,0.8191520601718288
18.325957145940766,0.8660254450999335
18.413223608540484,0.9063078865696376
18.500490071140202,0.93969284539547
18.58775653373992,0.9659263053732225
18.67502299633964,0.984808725925714
18.762289458939357,0.996196590424143
18.849555921539075,0.999999943741051
18.936822384138793,0.9961945846253719
19.02408884673851,0.9848075322876344
19.11135530933823,0.9659254106932438
19.198621771937947,0.939691861082434
19.285888234537666,0.9063064352459538
19.373154697137384,0.866023057063026
19.460421159737102,0.8191521350187494
19.54768762233682,0.7660446062876191
19.63495408493654,0.7071070681695306
19.722220547536256,0.6427881041222624
19.809487010135975,0.5735772720033047
19.896753472735693,0.5000013872903131
19.98401993533541,0.4226182004694759
20.07128639793513,0.34202003835796996
20.158552860534847,0.25881886824515316
20.245819323134565,0.17364788431454825
20.333085785734283,0.08715575589115064
20.420352248334,-3.4495266915989474E-13
20.50761871093372,-0.08715575589184528
20.594885173533438,-0.17364788431522696
20.682151636133156,-0.25881886824582556
20.769418098732874,-0.3420200383586173
20.856684561332592,-0.4226182004701065
20.94395102393231,-0.5000013872909101
21.03121748653203,-0.573577272003875
21.118483949131747,-0.6427881041227902
21.205750411731465,-0.7071070681700228
21.293016874331183,-0.7660446062880623
21.3802833369309,-0.8191521350191489
21.46754979953062,-0.8660230570633703
21.554816262130338,-0.9063064352462481
21.642082724730056,-0.9396918610826698
21.729349187329774,-0.965925410693424
21.816615649929492,-0.9848075322877542
21.90388211252921,-0.9961945846254325
21.99114857512893,-0.9999999437410507
22.078415037728647,-0.9961965904240825
22.165681500328365,-0.9848087259255944
22.252947962928083,-0.9659263053730425
22.3402144255278,-0.9396928453952345
22.42748088812752,-0.9063078865693435
22.514747350727237,-0.8660254450995888
22.602013813326955,-0.8191520601714295
22.689280275926674,-0.7660436398499068
22.776546738526392,-0.7071064695748999
22.86381320112611,-0.6427875016049107
22.951079663725828,-0.5735764038215175
23.038346126325546,-0.49999999186868127
23.125612588925264,-0.4226182601632995
23.212879051524983,-0.34202014311349627
23.3001455141247,-0.25881906181059366
23.38741197672442,-0.17364817864495927
23.474678439324137,-0.08715574275489921
23.561944901923855,4.050093593832571E-13
23.649211364523573,0.08715574275571322
23.73647782712329,0.173648178645757
23.82374428972301,0.2588190618113829
23.911010752322728,0.34202014311425744
23.998277214922446,0.42261826016404
24.085543677522164,0.4999999918693827
24.172810140121882,0.5735764038221869
24.2600766027216,0.6427875016055312
24.34734306532132,0.7071064695754776
24.434609527921037,0.7660436398504274
24.521875990520755,0.8191520601718981
24.609142453120473,0.8660254450999938
24.69640891572019,0.9063078865696887
24.78367537831991,0.9396928453955113
24.870941840919627,0.9659263053732537
24.958208303519346,0.9848087259257351
25.045474766119064,0.9961965904241536
25.132741228718782,0.999999943741051
25.2200076913185,0.9961945846253615
25.307274153918218,0.9848075322876135
25.394540616517936,0.9659254106932126
25.481807079117655,0.9396918610823927
25.569073541717373,0.9063064352459028
25.65634000431709,0.8660230570629652
25.74360646691681,0.8191521350186802
25.830872929516527,0.7660446062875415
25.918139392116245,0.7071070681694447
26.005405854715963,0.6427881041221699
26.09267231731568,0.5735772720032055
26.1799387799154,0.5000013872902083
26.267205242515118,0.4226182004693664
26.354471705114836,0.34202003835785616
26.441738167714554,0.2588188682450356
26.529004630314272,0.1736478843144296
26.61627109291399,0.08715575589103051
26.70353755551371,-4.650999814568078E-13
26.790804018113427,-0.0871557558919653
26.878070480713145,-0.1736478843153458
26.965336943312863,-0.2588188682459422
27.05260340591258,-0.3420200383587311
27.1398698685123,-0.4226182004702166
27.227136331112018,-0.5000013872910147
27.314402793711736,-0.573577272003974
27.401669256311454,-0.642788104122883
27.488935718911172,-0.7071070681701084
27.57620218151089,-0.7660446062881399
27.66346864411061,-0.8191521350192182
27.750735106710327,-0.8660230570634307
27.838001569310045,-0.9063064352462992
27.925268031909763,-0.9396918610827111
28.01253449450948,-0.9659254106934552
28.0998009571092,-0.9848075322877753
28.187067419708917,-0.9961945846254432
28.274333882308635,-0.9999999437410507
28.361600344908354,-0.9961965904240718
28.44886680750807,-0.9848087259255733
28.53613327010779,-0.965926305373011
28.623399732707508,-0.9396928453951932
28.710666195307226,-0.9063078865692924
28.797932657906944,-0.8660254450995283
28.885199120506662,-0.8191520601713601
28.97246558310638,-0.766043639849829
29.0597320457061,-0.7071064695748144
29.146998508305817,-0.6427875016048181
29.234264970905535,-0.5735764038214186
29.321531433505253,-0.4999999918685766
29.40879789610497,-0.42261826016319004
29.49606435870469,-0.34202014311338275
29.583330821304408,-0.258819061810477
29.670597283904126,-0.1736481786448403
29.757863746503844,-0.08715574275477886
29.845130209103562,5.258016244624741E-13
29.93239667170328,0.08715574275583356
30.019663134303,0.17364817864587592
30.106929596902717,0.2588190618114996
30.194196059502435,0.34202014311437096
30.281462522102153,0.4226182601641495
30.36872898470187,0.4999999918694873
30.45599544730159,0.5735764038222858
30.543261909901307,0.6427875016056237
30.630528372501026,0.707106469575563
30.717794835100744,0.7660436398505049
30.805061297700462,0.8191520601719674
30.89232776030018,0.8660254451000543
30.979594222899898,0.9063078865697398
31.066860685499616,0.9396928453955526
31.154127148099334,0.9659263053732852
31.241393610699053,0.9848087259257559
31.32866007329877,0.9961965904241641
