x,sec(x)
-3.4033920413886616,-1.0352766258443695
-3.316125578788945,-1.0154268394728552
-3.228859116189229,-1.003819951878183
-3.1415926535895125,-1.0000000562589522
-3.054326190989796,-1.0038179307302084
-2.9670597283900797,-1.0154256087242837
-2.8797932657903633,-1.0352756669296532
-2.792526803190647,-1.0641775181116373
-2.7052603405909306,-1.103377797787086
-2.617993877991214,-1.1547004832923173
-2.530727415391498,-1.2207745650919148
-2.4434609527917814,-1.305408658174934
-2.356194490192065,-1.4142141855965042
-2.2689280275923487,-1.5557240884476882
-2.1816615649926323,-1.7434468944977857
-2.094395102392916,-2.0000000325248757
-2.0071286397931996,-2.366201591983606
-1.9198621771934832,-2.9238044019759157
-1.8325957145937668,-3.863703055732988
-1.7453292519940504,-5.75877045070483
-1.658062789394334,-11.473713244699828
-1.5707963267946177,3.585668493129376E12
-1.4835298641949013,11.473713244626678
-1.396263401595185,5.758770450686613
-1.3089969389954685,3.8637030557249457
-1.2217304763957522,2.923804401971435
-1.1344640137960358,2.3662015919807757
-1.0471975511963194,2.0000000325229434
-0.9599310885966029,1.7434468944963966
-0.8726646259968864,1.5557240884466537
-0.78539816339717,1.4142141855957149
-0.6981317007974535,1.3054086581743223
-0.610865238197737,1.2207745650914374
-0.5235987755980205,1.1547004832919452
-0.436332312998304,1.1033777977867987
-0.3490658503985875,1.0641775181114208
-0.261799387798871,1.0352756669294982
-0.17453292519915453,1.0154256087241835
-0.08726646259943806,1.0038179307301593
2.7841617900037363E-13,1.0000000562589522
0.08726646259999489,1.003819951878232
0.17453292519971136,1.0154268394729553
0.26179938779942785,1.0352766258445247
0.34906585039914434,1.0641786328212754
0.4363323129988608,1.103379564692815
0.5235987755985773,1.1547036673495832
0.6108652381982937,1.2207744535477227
0.6981317007980102,1.3054070112785294
0.7853981633977267,1.4142129884072847
0.8726646259974432,1.5557226301900111
0.9599310885971597,1.7434442555704268
1.047197551196876,1.9999944508539502
1.1344640137965925,2.3662019262043
1.2217304763963088,2.9238052974931303
1.3089969389960252,3.86370594531987
1.3962634015957416,5.758780211731376
1.483529864195458,11.473711515371653
1.5707963267951743,-3.598372545959066E12
1.6580627893948907,-11.473711515298737
1.745329251994607,-5.758780211713221
1.8325957145943235,-3.863705945311854
1.9198621771940398,-2.9238052974886632
2.0071286397937564,-2.36620192620148
2.094395102393473,-1.9999944508520242
2.181661564993189,-1.7434442555690408
2.2689280275929056,-1.5557226301889822
2.356194490192622,-1.4142129884064991
2.4434609527923383,-1.305407011277921
2.5307274153920547,-1.2207744535472478
2.617993877991771,-1.1547036673492128
2.7052603405914875,-1.1033795646925295
2.792526803191204,-1.0641786328210603
2.87979326579092,-1.0352766258443706
2.9670597283906366,-1.0154268394728558
3.054326190990353,-1.0038199518781834
3.1415926535900693,-1.0000000562589522
3.2288591161897857,-1.003817930730208
3.316125578789502,-1.0154256087242828
3.4033920413892185,-1.0352756669296521
3.490658503988935,-1.0641775181116355
3.5779249665886512,-1.1033777977870836
3.6651914291883676,-1.1547004832923145
3.752457891788084,-1.220774565091911
3.8397243543878004,-1.3054086581749291
3.9269908169875167,-1.4142141855964978
4.014257279587233,-1.5557240884476802
4.1015237421869495,-1.7434468944977746
4.188790204786666,-2.00000003252486
4.276056667386382,-2.3662015919835833
4.363323129986099,-2.9238044019758798
4.450589592585815,-3.863703055732924
4.537856055185531,-5.758770450704685
4.625122517785248,-11.473713244699246
4.712388980384964,3.6436890189081685E12
4.7996554429846805,11.47371324462726
4.886921905584397,5.758770450686758
4.974188368184113,3.8637030557250096
5.06145483078383,2.9238044019714704
5.148721293383546,2.366201591980798
5.235987755983262,2.0000000325229585
5.323254218582979,1.743446894496408
5.410520681182695,1.5557240884466623
5.4977871437824115,1.4142141855957218
5.585053606382128,1.3054086581743276
5.672320068981844,1.2207745650914419
5.759586531581561,1.1547004832919483
5.846852994181277,1.1033777977868013
5.934119456780993,1.064177518111423
6.02138591938071,1.0352756669295
6.108652381980426,1.0154256087241846
6.1959188445801425,1.0038179307301598
6.283185307179859,1.0000000562589522
6.370451769779575,1.0038199518782318
6.457718232379292,1.015426839472954
6.544984694979008,1.0352766258445234
6.632251157578724,1.0641786328212728
6.719517620178441,1.1033795646928124
6.806784082778157,1.1547036673495787
6.8940505453778735,1.2207744535477174
6.98131700797759,1.305407011278521
7.068583470577306,1.4142129884072763
7.155849933177023,1.5557226301899973
7.243116395776739,1.7434442555704113
7.330382858376455,1.9999944508539222
7.417649320976172,2.3662019262042686
7.504915783575888,2.923805297493067
7.5921822461756046,3.863705945319786
7.679448708775321,5.758780211731115
7.766715171375037,11.473711515370882
7.853981633974754,-3.703530005702121E12
7.94124809657447,-11.473711515299529
8.028514559174187,-5.758780211713424
8.115781021773904,-3.863705945311949
8.20304748437362,-2.9238052974887148
8.290313946973336,-2.366201926201512
8.377580409573053,-1.9999944508520469
8.46484687217277,-1.7434442555690577
8.552113334772486,-1.5557226301889933
8.639379797372202,-1.4142129884065078
8.726646259971918,-1.3054070112779277
8.813912722571635,-1.220774453547253
8.901179185171351,-1.1547036673492175
8.988445647771067,-1.1033795646925326
9.075712110370784,-1.0641786328210627
9.1629785729705,-1.0352766258443724
9.250245035570217,-1.0154268394728572
9.337511498169933,-1.003819951878184
9.42477796076965,-1.0000000562589522
9.512044423369366,-1.0038179307302073
9.599310885969082,-1.0154256087242817
9.686577348568798,-1.0352756669296506
9.773843811168515,-1.0641775181116333
9.861110273768231,-1.1033777977870807
9.948376736367948,-1.1547004832923105
10.035643198967664,-1.2207745650919057
10.12290966156738,-1.3054086581749222
10.210176124167097,-1.4142141855964894
10.297442586766813,-1.5557240884476684
10.38470904936653,-1.743446894497759
10.471975511966246,-2.000000032524839
10.559241974565962,-2.3662015919835517
10.646508437165679,-2.92380440197583
10.733774899765395,-3.863703055732835
10.821041362365111,-5.758770450704482
10.908307824964828,-11.47371324469843
10.995574287564544,3.728145386896106E12
11.08284075016426,11.473713244628076
11.170107212763977,5.758770450686961
11.257373675363693,3.863703055725099
11.34464013796341,2.92380440197152
11.431906600563126,2.36620159198083
11.519173063162842,2.0000000325229803
11.606439525762559,1.7434468944964232
11.693705988362275,1.5557240884466739
11.780972450961992,1.4142141855957306
11.868238913561708,1.3054086581743345
11.955505376161424,1.2207745650914472
12.04277183876114,1.1547004832919525
12.130038301360857,1.1033777977868044
12.217304763960573,1.0641775181114252
12.30457122656029,1.0352756669295016
12.391837689160006,1.0154256087241857
12.479104151759723,1.0038179307301605
12.566370614359439,1.0000000562589522
12.653637076959155,1.0038199518782311
12.740903539558872,1.015426839472953
12.828170002158588,1.0352766258445212
12.915436464758304,1.0641786328212706
13.00270292735802,1.1033795646928088
13.089969389957737,1.154703667349575
13.177235852557454,1.2207744535477116
13.26450231515717,1.3054070112785154
13.351768777756886,1.4142129884072665
13.439035240356603,1.5557226301899882
13.526301702956319,1.743444255570393
13.613568165556035,1.999994450853904
13.700834628155752,2.3662019262042335
13.788101090755468,2.9238052974930206
13.875367553355185,3.8637059453196807
13.962634015954901,5.758780211730933
14.049900478554617,11.473711515369946
14.137166941154334,-3.777572143732535E12
14.22443340375405,-11.473711515300478
14.311699866353766,-5.758780211713672
14.398966328953483,-3.863705945312046
14.4862327915532,-2.9238052974887596
14.573499254152916,-2.366201926201547
14.660765716752632,-1.9999944508520762
14.748032179352348,-1.743444255569074
14.835298641952065,-1.5557226301890021
14.922565104551781,-1.414212988406518
15.009831567151497,-1.3054070112779377
15.097098029751214,-1.220774453547259
15.18436449235093,-1.1547036673492208
15.271630954950647,-1.1033795646925368
15.358897417550363,-1.0641786328210663
15.44616388015008,-1.0352766258443744
15.533430342749796,-1.015426839472858
15.620696805349512,-1.0038199518781847
15.707963267949228,-1.0000000562589524
15.795229730548945,-1.0038179307302069
15.882496193148661,-1.0154256087242808
15.969762655748378,-1.0352756669296483
16.057029118348094,-1.0641775181116297
16.144295580947812,-1.1033777977870787
16.23156204354753,-1.154700483292307
16.31882850614725,-1.2207745650919057
16.406094968746967,-1.30540865817492
16.493361431346685,-1.4142141855964943
16.580627893946403,-1.5557240884476715
16.66789435654612,-1.7434468944977768
16.75516081914584,-2.000000032524857
16.842427281745557,-2.366201591983606
16.929693744345276,-2.923804401975901
17.016960206944994,-3.8637030557330396
17.104226669544712,-5.758770450704888
17.19149313214443,-11.47371324470076
17.278759594744148,3.5184372088832E12
17.366026057343866,11.47371324462528
17.453292519943584,5.758770450686323
17.540558982543303,3.86370305572474
17.62782544514302,2.923804401971335
17.71509190774274,2.3662015919806856
17.802358370342457,2.000000032522888
17.889624832942175,1.743446894496344
17.976891295541893,1.555724088446618
18.06415775814161,1.4142141855956805
18.15142422074133,1.3054086581742974
18.238690683341048,1.220774565091414
18.325957145940766,1.1547004832919276
18.413223608540484,1.1033777977867827
18.500490071140202,1.0641775181114097
18.58775653373992,1.0352756669294887
18.67502299633964,1.0154256087241778
18.762289458939357,1.003817930730156
18.849555921539075,1.0000000562589522
18.936822384138793,1.0038199518782358
19.02408884673851,1.0154268394729624
19.11135530933823,1.035276625844537
19.198621771937947,1.0641786328212919
19.285888234537666,1.10337956469284
19.373154697137384,1.1547036673496138
19.460421159737102,1.2207744535477665
19.54768762233682,1.3054070112785836
19.63495408493654,1.4142129884073618
19.722220547536256,1.5557226301901095
19.809487010135975,1.7434442555705703
19.896753472735693,1.9999944508541443
19.98401993533541,2.36620192620461
20.07128639793513,2.923805297493609
20.158552860534847,3.863705945320804
20.245819323134565,5.758780211733451
20.333085785734283,11.47371151538065
20.420352248334,-2.8989484338109976E12
20.50761871093372,-11.473711515289203
20.594885173533438,-5.758780211710943
20.682151636133156,-3.8637059453107656
20.769418098732874,-2.9238052974880757
20.856684561332592,-2.3662019262010796
20.94395102393231,-1.999994450851756
21.03121748653203,-1.7434442555688368
21.118483949131747,-1.555722630188832
21.205750411731465,-1.4142129884063774
21.293016874331183,-1.3054070112778282
21.3802833369309,-1.2207744535471712
21.46754979953062,-1.1547036673491546
21.554816262130338,-1.1033795646924816
21.642082724730056,-1.064178632821025
21.729349187329774,-1.0352766258443438
21.816615649929492,-1.015426839472839
21.90388211252921,-1.0038199518781747
21.99114857512893,-1.0000000562589524
22.078415037728647,-1.003817930730217
22.165681500328365,-1.015425608724301
22.252947962928083,-1.0352756669296819
22.3402144255278,-1.0641775181116766
22.42748088812752,-1.1033777977871408
22.514747350727237,-1.1547004832923873
22.602013813326955,-1.220774565092009
22.689280275926674,-1.3054086581750526
22.776546738526392,-1.414214185596665
22.86381320112611,-1.5557240884478958
22.951079663725828,-1.7434468944980774
23.038346126325546,-2.0000000325252754
23.125612588925264,-2.3662015919842188
23.212879051524983,-2.9238044019768714
23.3001455141247,-3.8637030557347813
23.38741197672442,-5.758770450708833
23.474678439324137,-11.4737132447166
23.561944901923855,2.4690787430759297E12
23.649211364523573,11.473713244609439
23.73647782712329,5.758770450682378
23.82374428972301,3.863703055722999
23.911010752322728,2.9238044019703646
23.998277214922446,2.3662015919800727
24.085543677522164,2.0000000325224696
24.172810140121882,1.743446894496043
24.2600766027216,1.5557240884463939
24.34734306532132,1.4142141855955095
24.434609527921037,1.3054086581741653
24.521875990520755,1.2207745650913107
24.609142453120473,1.1547004832918473
24.69640891572019,1.1033777977867205
24.78367537831991,1.064177518111363
24.870941840919627,1.0352756669294554
24.958208303519346,1.015425608724156
25.045474766119064,1.0038179307301454
25.132741228718782,1.0000000562589522
25.2200076913185,1.0038199518782465
25.307274153918218,1.015426839472984
25.394540616517936,1.0352766258445703
25.481807079117655,1.0641786328213387
25.569073541717373,1.1033795646929019
25.65634000431709,1.1547036673496949
25.74360646691681,1.2207744535478695
25.830872929516527,1.3054070112787157
25.918139392116245,1.4142129884075336
26.005405854715963,1.5557226301903333
26.09267231731568,1.7434442555708716
26.1799387799154,1.9999944508545635
26.267205242515118,2.3662019262052234
26.354471705114836,2.923805297494582
26.441738167714554,3.863705945322559
26.529004630314272,5.7587802117373865
26.61627109291399,11.473711515396463
26.70353755551371,-2.1500753383557522E12
26.790804018113427,-11.473711515273404
26.878070480713145,-5.758780211707001
26.965336943312863,-3.863705945309025
27.05260340591258,-2.9238052974871023
27.1398698685123,-2.366201926200463
27.227136331112018,-1.9999944508513376
27.314402793711736,-1.7434442555685357
27.401669256311454,-1.5557226301886073
27.488935718911172,-1.4142129884062062
27.57620218151089,-1.305407011277696
27.66346864411061,-1.2207744535470677
27.750735106710327,-1.1547036673490743
27.838001569310045,-1.1033795646924194
27.925268031909763,-1.0641786328209781
28.01253449450948,-1.0352766258443105
28.0998009571092,-1.0154268394728172
28.187067419708917,-1.003819951878164
28.274333882308635,-1.0000000562589524
28.361600344908354,-1.0038179307302277
28.44886680750807,-1.0154256087243227
28.53613327010779,-1.0352756669297154
28.623399732707508,-1.0641775181117232
28.710666195307226,-1.103377797787203
28.797932657906944,-1.1547004832924679
28.885199120506662,-1.2207745650921125
28.97246558310638,-1.305408658175185
29.0597320457061,-1.414214185596836
29.146998508305817,-1.5557240884481198
29.234264970905535,-1.7434468944983783
29.321531433505253,-2.000000032525694
29.40879789610497,-2.3662015919848316
29.49606435870469,-2.923804401977842
29.583330821304408,-3.863703055736523
29.670597283904126,-5.758770450712778
29.757863746503844,-11.473713244732444
29.845130209103562,1.9018579507476758E12
29.93239667170328,11.473713244593597
30.019663134303,5.758770450678433
30.106929596902717,3.8637030557212575
30.194196059502435,2.9238044019693943
30.281462522102153,2.36620159197946
30.36872898470187,2.0000000325220513
30.45599544730159,1.7434468944957422
30.543261909901307,1.55572408844617
30.630528372501026,1.4142141855953387
30.717794835100744,1.3054086581740332
30.805061297700462,1.2207745650912074
30.89232776030018,1.1547004832917667
30.979594222899898,1.1033777977866583
31.066860685499616,1.0641775181113162
31.154127148099334,1.0352756669294216
31.241393610699053,1.0154256087241345
31.32866007329877,1.0038179307301347
